seed_idx,step,time_days,mean_diam_prox,mean_diam_dist,loss_time,stable,hierarchy_success
0,0,0.0,12.732395447351626,12.732395447351626,0,1,1
0,1,0.1388888888888889,12.095775674984045,11.936620731892152,0,1,1
0,2,0.2777777777777778,11.459155902616466,11.459155902616462,0,1,1
0,3,0.4166666666666667,11.140846016432675,10.822536130248883,0,1,1
0,4,0.5555555555555556,10.822536130248883,10.026761414789407,0,1,1
0,5,0.6944444444444445,10.50422624406509,9.071831756238035,0,1,1
0,6,0.8333333333333334,10.185916357881302,7.957747154594768,0,1,1
0,7,0.9722222222222223,10.026761414789409,6.525352666767709,0,1,1
0,8,1.1111111111111112,10.026761414789409,5.252113122032546,0,1,1
0,9,1.25,9.549296585513721,4.615493349664964,0,1,1
0,10,1.388888888888889,9.549296585513721,3.6605636911135933,0,1,1
0,11,1.527777777777778,9.390141642421826,3.501408748021698,0,1,1
0,12,1.6666666666666667,10.026761414789405,3.6605636911135933,0,1,1
0,13,1.8055555555555556,10.981691073340778,4.138028520389279,0,1,1
0,14,1.9444444444444446,12.095775674984045,4.933803235848756,0,1,1
0,15,2.0833333333333335,13.209860276627314,5.411268065124442,0,1,1
0,16,2.2222222222222223,14.323944878270584,5.888732894400128,0,1,1
0,17,2.361111111111111,14.960564650638162,6.6845076098596055,0,1,1
0,18,2.5,15.438029479913848,7.480282325319083,0,1,1
0,19,2.638888888888889,16.07464925228143,7.798592211502873,0,1,1
0,20,2.777777777777778,16.87042396774091,8.594366926962348,0,1,1
0,21,2.9166666666666665,18.302818455567966,8.594366926962348,0,1,1
0,22,3.055555555555556,19.098593171027442,8.59436692696235,0,1,1
0,23,3.1944444444444446,18.780283284843655,8.276057040778557,0,1,1
0,24,3.3333333333333335,18.302818455567966,7.639437268410977,0,1,1
0,25,3.4722222222222228,17.50704374010849,7.16197243913529,0,1,1
0,26,3.611111111111111,16.233804195373327,7.002817496043394,0,1,1
0,27,3.75,15.278874536821954,6.366197723675813,0,1,1
0,28,3.8888888888888893,14.483099821362476,6.525352666767709,0,1,1
0,29,4.027777777777778,14.960564650638162,7.002817496043394,0,1,1
0,30,4.166666666666667,15.119719593730059,7.9577471545947684,0,1,1
0,31,4.305555555555556,14.483099821362478,7.798592211502871,0,1,1
0,32,4.444444444444445,13.209860276627316,7.798592211502871,0,1,1
0,33,4.583333333333333,12.573240504259733,7.480282325319081,0,1,1
0,34,4.722222222222222,11.936620731892152,7.9577471545947684,0,1,1
0,35,4.861111111111112,12.095775674984047,8.435211983870454,0,1,1
0,36,5.0,13.209860276627314,8.435211983870454,0,1,1
1,0,0.0,12.732395447351626,12.732395447351626,0,1,1
1,1,0.1388888888888889,12.73239544735163,12.095775674984047,0,1,1
