rule,alpha,seed_idx,stable,hierarchy_success,joint_success,loss_time,final_prox_diam,final_dist_diam,final_delta
BR3,,40,1,0,0,0,10.185916357881302,13.687325105903,-3.5014087480216975
BR3,,41,1,1,1,0,9.071831756238035,8.59436692696235,0.4774648292756858
BR3,,42,1,1,1,0,9.54929658551372,7.957747154594768,1.5915494309189517
BR3,,43,1,0,0,0,9.549296585513721,10.822536130248883,-1.273239544735162
BR3,,44,1,0,0,0,10.185916357881304,11.140846016432674,-0.9549296585513698
BR3,,45,1,0,0,0,8.912676813146138,9.390141642421824,-0.4774648292756858
BR3,,46,1,1,1,0,11.30000095952457,10.504226244065093,0.7957747154594781
BR3,,47,1,0,0,0,10.504226244065094,11.777465788800255,-1.2732395447351603
BR3,,48,1,1,1,0,10.504226244065094,9.390141642421826,1.1140846016432686
BR3,,49,1,1,1,0,9.230986699329929,8.116902097686662,1.1140846016432668
BR3,,50,1,1,1,0,10.504226244065093,10.185916357881302,0.3183098861837905
BR3,,51,1,1,1,0,10.66338118715699,10.663381187156988,1.7763568394002505e-15
BR3,,52,1,1,1,0,9.867606471697512,9.86760647169751,1.7763568394002505e-15
BR3,,53,1,1,1,0,10.185916357881302,8.116902097686664,2.0690142601946384
BR3,,54,0,1,0,14,12.891550390443523,9.549296585513723,3.3422538049298005
BR3,,55,1,0,0,0,11.140846016432675,11.140846016432675,0.0
BR3,,56,1,0,0,0,9.230986699329929,11.618310845708361,-2.3873241463784325
BR3,,57,1,0,0,0,7.957747154594768,11.140846016432675,-3.183098861837908
BR3,,58,1,1,1,0,12.414085561167836,11.936620731892152,0.477464829275684
BR3,,59,1,1,1,0,11.30000095952457,11.140846016432675,0.15915494309189526
BR3,,60,1,0,0,0,8.594366926962348,8.91267681314614,-0.3183098861837923
BR3,,61,1,1,1,0,9.708451528605616,9.549296585513721,0.15915494309189526
BR3,,62,1,1,1,0,10.504226244065094,8.59436692696235,1.909859317102745
BR3,,63,1,0,0,0,7.480282325319083,10.66338118715699,-3.183098861837907
BR3,,64,1,1,1,0,11.30000095952457,9.867606471697512,1.4323944878270591
BR3,,65,1,1,1,0,10.663381187156988,10.026761414789407,0.636619772367581
BR3,,66,1,0,0,0,6.684507609859604,9.230986699329929,-2.546479089470325
BR3,,67,1,0,0,0,8.116902097686664,8.435211983870454,-0.3183098861837905
BR3,,68,1,1,1,0,10.98169107334078,10.981691073340778,1.7763568394002505e-15
BR3,,69,1,1,1,0,10.50422624406509,10.345071300973197,0.15915494309189349
BR3,,70,1,0,0,0,7.161972439135292,8.594366926962348,-1.4323944878270556
BR3,,71,1,0,0,0,7.957747154594768,10.663381187156988,-2.7056340325622203
BR3,,72,1,0,0,0,9.390141642421826,11.777465788800257,-2.3873241463784307
BR3,,73,1,0,0,0,7.798592211502873,9.708451528605616,-1.9098593171027431
BR3,,74,1,0,0,0,7.798592211502873,8.116902097686662,-0.31830988618378875
BR3,,75,1,1,1,0,9.390141642421828,8.594366926962348,0.7957747154594799
BR3,,76,1,0,0,0,9.23098669932993,9.390141642421828,-0.15915494309189704
BR3,,77,1,1,1,0,10.822536130248885,7.639437268410977,3.183098861837908
BR3,,78,1,0,0,0,9.867606471697512,11.936620731892152,-2.06901426019464
BR3,,79,1,0,0,0,9.390141642421826,10.185916357881302,-0.7957747154594763
BR3,,80,1,1,1,0,10.822536130248883,9.23098669932993,1.5915494309189526
BR3,,81,1,1,1,0,12.414085561167838,8.594366926962348,3.81971863420549
BR3,,82,1,1,1,0,10.185916357881302,9.071831756238035,1.1140846016432668
BR3,,83,1,0,0,0,7.798592211502873,9.549296585513721,-1.7507043740108479
BR3,,84,1,0,0,0,8.276057040778559,9.708451528605616,-1.4323944878270574
BR3,,85,1,0,0,0,8.116902097686665,10.66338118715699,-2.546479089470324
BR3,,86,1,1,1,0,11.777465788800255,10.981691073340778,0.7957747154594763
BR3,,87,1,0,0,0,10.66338118715699,10.66338118715699,0.0
BR3,,88,1,1,1,0,9.390141642421828,8.435211983870454,0.9549296585513734
BR3,,89,1,1,1,0,7.480282325319081,6.8436625529515,0.636619772367581
BR3,,90,1,1,1,0,11.140846016432674,8.594366926962348,2.546479089470326
BR3,,91,1,1,1,0,11.61831084570836,9.54929658551372,2.06901426019464
BR3,,92,1,1,1,0,9.230986699329932,8.594366926962348,0.6366197723675846
BR3,,93,0,0,0,33,8.753521870054243,10.504226244065094,-1.7507043740108514
BR3,,94,1,0,0,0,8.59436692696235,8.753521870054245,-0.15915494309189526
BR3,,95,1,0,0,0,8.594366926962348,12.732395447351628,-4.13802852038928
BR3,,96,1,0,0,0,8.435211983870456,10.185916357881302,-1.750704374010846
BR3,,97,1,1,1,0,10.185916357881302,8.91267681314614,1.273239544735162
BR3,,98,1,0,0,0,10.026761414789409,10.345071300973197,-0.31830988618378875
BR3,,99,1,1,1,0,10.822536130248883,8.753521870054245,2.0690142601946384
BR4,,0,1,1,1,0,13.209860276627314,8.435211983870454,4.77464829275686
BR4,,1,1,1,1,0,15.119719593730059,7.957747154594768,7.161972439135291
BR4,,2,1,1,1,0,14.164789935178689,6.525352666767709,7.63943726841098
BR4,,3,1,1,1,0,19.098593171027442,7.002817496043394,12.095775674984047
BR4,,4,1,1,1,0,12.732395447351628,7.480282325319083,5.252113122032545
BR4,,5,1,1,1,0,13.687325105903,7.957747154594768,5.729577951308232
BR4,,6,1,1,1,0,16.552114081557114,6.366197723675813,10.1859163578813
BR4,,7,1,1,1,0,15.438029479913848,7.480282325319083,7.957747154594765
BR4,,8,1,1,1,0,15.278874536821954,7.16197243913529,8.116902097686664
BR4,,9,1,1,1,0,13.209860276627314,7.002817496043394,6.20704278058392
BR4,,10,1,1,1,0,15.278874536821954,8.912676813146138,6.366197723675816
BR4,,11,1,1,1,0,16.71126902464901,6.525352666767709,10.1859163578813
BR4,,12,1,1,1,0,14.960564650638165,7.957747154594768,7.002817496043398
BR4,,13,1,1,1,0,17.825353626292276,5.888732894400128,11.936620731892148
BR4,,14,0,1,0,22,14.483099821362478,8.435211983870456,6.047887837492022
BR4,,15,1,1,1,0,14.32394487827058,6.366197723675813,7.957747154594768
BR4,,16,1,1,1,0,16.392959138465223,5.252113122032545,11.140846016432677
BR4,,17,1,1,1,0,15.756339366097638,7.480282325319083,8.276057040778555
BR4,,18,1,1,1,0,17.347888797016594,6.684507609859604,10.66338118715699
BR4,,19,1,1,1,0,13.369015219719211,7.798592211502873,5.570423008216338
BR4,,20,1,1,1,0,14.801409707546267,7.798592211502873,7.002817496043393
BR4,,21,0,1,0,22,15.915494309189535,6.366197723675813,9.549296585513723
BR4,,22,1,1,1,0,16.552114081557114,9.390141642421828,7.161972439135287
BR4,,23,0,1,0,23,17.666198683200385,7.002817496043396,10.66338118715699
BR4,,24,1,1,1,0,15.75633936609764,7.639437268410977,8.116902097686662
BR4,,25,1,1,1,0,13.846480048994895,8.116902097686664,5.729577951308231
BR4,,26,0,1,0,28,16.711269024649013,7.321127382227187,9.390141642421826
BR4,,27,1,1,1,0,18.14366351247607,6.6845076098596055,11.459155902616466
BR4,,28,1,1,1,0,13.528170162811104,7.798592211502873,5.729577951308231
BR4,,29,1,1,1,0,17.666198683200385,6.047887837492023,11.618310845708361
BR4,,30,1,1,1,0,17.98450856938417,4.933803235848755,13.050705333535417
BR4,,31,1,1,1,0,14.005634992086792,5.252113122032545,8.753521870054247
BR4,,32,1,1,1,0,14.483099821362478,5.729577951308232,8.753521870054247
BR4,,33,1,1,1,0,16.711269024649013,7.639437268410977,9.071831756238037
BR4,,34,1,1,1,0,15.119719593730059,9.071831756238035,6.0478878374920235
BR4,,35,1,1,1,0,18.302818455567966,7.957747154594768,10.3450713009732
BR4,,36,1,1,1,0,13.687325105903,7.480282325319083,6.207042780583917
BR4,,37,0,1,0,23,17.98450856938417,5.888732894400128,12.095775674984043
BR4,,38,1,1,1,0,17.825353626292276,6.525352666767709,11.300000959524567
BR4,,39,1,1,1,0,14.005634992086792,7.957747154594768,6.047887837492024
BR4,,40,0,1,0,23,17.82535362629228,6.525352666767709,11.30000095952457
BR4,,41,1,1,1,0,13.687325105903,7.9577471545947684,5.729577951308231
BR4,,42,1,1,1,0,15.278874536821954,5.570423008216337,9.708451528605618
BR4,,43,1,1,1,0,16.87042396774091,6.366197723675814,10.504226244065094
BR4,,44,1,1,1,0,16.233804195373327,7.480282325319081,8.753521870054247
BR4,,45,1,1,1,0,14.960564650638162,6.525352666767709,8.435211983870452
BR4,,46,1,1,1,0,16.392959138465223,8.594366926962348,7.798592211502875
BR4,,47,1,1,1,0,16.074649252281432,6.525352666767709,9.549296585513723
BR4,,48,1,1,1,0,15.278874536821954,4.7746482927568605,10.504226244065094
BR4,,49,1,1,1,0,14.164789935178685,7.3211273822271865,6.843662552951499
BR4,,50,1,1,1,0,17.82535362629228,6.525352666767709,11.30000095952457
BR4,,51,1,1,1,0,17.34788879701659,6.525352666767709,10.822536130248881
BR4,,52,1,1,1,0,12.891550390443523,6.047887837492023,6.843662552951501
BR4,,53,1,1,1,0,14.80140970754627,9.071831756238035,5.729577951308235
BR4,,54,0,1,0,25,17.188733853924695,5.888732894400128,11.300000959524567
BR4,,55,1,1,1,0,16.392959138465223,7.161972439135292,9.23098669932993
BR4,,56,1,1,1,0,14.32394487827058,8.753521870054243,5.570423008216338
BR4,,57,1,1,1,0,15.75633936609764,5.729577951308232,10.026761414789409
BR4,,58,1,1,1,0,17.666198683200385,6.366197723675814,11.30000095952457
BR4,,59,1,1,1,0,17.666198683200385,7.798592211502873,9.867606471697512
BR4,,60,1,1,1,0,14.960564650638162,7.3211273822271865,7.639437268410975
BR4,,61,1,1,1,0,15.597184423005746,7.16197243913529,8.435211983870456
BR4,,62,1,1,1,0,18.14366351247607,7.3211273822271865,10.822536130248885
BR4,,63,1,1,1,0,14.32394487827058,6.6845076098596055,7.639437268410975
BR4,,64,1,1,1,0,17.50704374010849,7.798592211502873,9.708451528605616
BR4,,65,1,1,1,0,15.438029479913848,6.207042780583918,9.230986699329929
BR4,,66,1,1,1,0,16.074649252281432,5.729577951308234,10.3450713009732
BR4,,67,0,1,0,22,16.552114081557114,7.002817496043396,9.54929658551372
BR4,,68,1,1,1,0,14.483099821362476,8.116902097686662,6.366197723675814
BR4,,69,1,1,1,0,17.188733853924695,6.0478878374920235,11.140846016432672
BR4,,70,1,1,1,0,14.960564650638162,4.7746482927568605,10.1859163578813
BR4,,71,1,1,1,0,14.801409707546267,6.8436625529515,7.957747154594767
BR4,,72,1,1,1,0,13.687325105903,6.6845076098596055,7.002817496043394
BR4,,73,0,1,0,23,17.666198683200385,7.957747154594768,9.708451528605618
BR4,,74,1,1,1,0,13.687325105902996,7.002817496043394,6.684507609859602
BR4,,75,1,1,1,0,14.642254764454375,9.071831756238035,5.5704230082163395
BR4,,76,1,1,1,0,18.14366351247607,7.002817496043396,11.140846016432675
BR4,,77,1,1,1,0,17.029578910832804,7.16197243913529,9.867606471697513
BR4,,78,1,1,1,0,17.347888797016594,6.366197723675813,10.98169107334078
BR4,,79,1,1,1,0,15.597184423005743,7.798592211502873,7.79859221150287
BR4,,80,1,1,1,0,14.32394487827058,8.594366926962348,5.729577951308233
BR4,,81,1,1,1,0,15.915494309189537,6.6845076098596055,9.230986699329932
BR4,,82,1,1,1,0,16.392959138465223,6.8436625529515,9.549296585513723
BR4,,83,1,1,1,0,15.119719593730059,3.978873577297383,11.140846016432675
BR4,,84,1,1,1,0,12.891550390443523,7.3211273822271865,5.570423008216337
BR4,,85,1,1,1,0,17.188733853924695,7.9577471545947684,9.230986699329927
BR4,,86,1,1,1,0,15.438029479913848,8.912676813146138,6.525352666767709
BR4,,87,1,1,1,0,16.552114081557114,6.8436625529515,9.708451528605615
BR4,,88,1,1,1,0,17.029578910832804,6.366197723675814,10.66338118715699
BR4,,89,0,1,0,22,13.687325105903,5.729577951308233,7.957747154594767
BR4,,90,1,1,1,0,13.050705333535419,7.957747154594766,5.092958178940653
BR4,,91,1,1,1,0,16.87042396774091,6.8436625529515,10.026761414789409
BR4,,92,1,1,1,0,16.392959138465223,7.957747154594768,8.435211983870456
BR4,,93,1,1,1,0,14.642254764454373,7.798592211502873,6.8436625529515
BR4,,94,1,1,1,0,11.459155902616464,6.684507609859604,4.7746482927568605
BR4,,95,1,1,1,0,14.801409707546267,7.639437268410978,7.161972439135289
BR4,,96,1,1,1,0,15.119719593730059,6.0478878374920235,9.071831756238035
BR4,,97,1,1,1,0,13.369015219719211,7.3211273822271865,6.047887837492024
BR4,,98,1,1,1,0,16.23380419537333,5.411268065124441,10.82253613024889
BR4,,99,1,1,1,0,15.119719593730059,9.071831756238035,6.0478878374920235
BR5,0.45,0,1,1,1,0,9.230986699329929,8.276057040778559,0.9549296585513698
BR5,0.45,1,1,1,1,0,19.09859317102744,3.1830988618379066,15.915494309189532
BR5,0.45,2,1,1,1,0,17.029578910832804,4.933803235848756,12.095775674984047
BR5,0.45,3,1,1,1,0,11.777465788800255,6.8436625529515,4.933803235848755
BR5,0.45,4,0,1,0,35,26.101410667070837,0.0,26.101410667070837
BR5,0.45,5,1,0,0,0,8.116902097686662,8.753521870054245,-0.6366197723675828
BR5,0.45,6,1,1,1,0,22.91831180523293,1.5915494309189533,21.326762374313976
BR5,0.45,7,1,1,1,0,15.438029479913848,3.978873577297384,11.459155902616464
BR5,0.45,8,0,1,0,31,28.170424927265476,0.0,28.170424927265476
BR5,0.45,9,1,1,1,0,13.846480048994897,3.1830988618379066,10.66338118715699
BR5,0.45,10,1,1,1,0,16.074649252281432,6.684507609859604,9.390141642421828
BR5,0.45,11,1,1,1,0,10.981691073340778,7.480282325319083,3.5014087480216958
BR5,0.45,12,1,1,1,0,22.60000191904914,2.0690142601946397,20.530987658854503
BR5,0.45,13,1,1,1,0,18.621128341751756,3.0239439187460113,15.597184423005745
BR5,0.45,14,1,1,1,0,12.891550390443523,7.639437268410975,5.252113122032548
BR5,0.45,15,1,1,1,0,23.395776634508614,0.0,23.395776634508614
BR5,0.45,16,0,1,0,31,25.146481008519466,0.0,25.146481008519466
BR5,0.45,17,1,1,1,0,19.098593171027442,2.864788975654116,16.233804195373327
BR5,0.45,18,1,1,1,0,14.323944878270584,7.002817496043396,7.321127382227188
BR5,0.45,19,1,1,1,0,22.122537089773452,0.47746482927568606,21.645072260497766
BR5,0.45,20,1,1,1,0,12.414085561167836,3.342253804929802,9.071831756238034
BR5,0.45,21,1,1,1,0,17.188733853924695,0.9549296585513721,16.233804195373324
BR5,0.45,22,1,1,1,0,20.84929754503829,0.47746482927568606,20.371832715762604
BR5,0.45,23,1,1,1,0,14.801409707546265,3.1830988618379066,11.618310845708358
BR5,0.45,24,1,1,1,0,21.485917317405875,0.7957747154594768,20.6901426019464
BR5,0.45,25,1,1,1,0,21.48591731740587,0.0,21.48591731740587
BR5,0.45,26,1,1,1,0,20.690142601946395,2.38732414637843,18.302818455567966
BR5,0.45,27,1,1,1,0,18.14366351247607,0.0,18.14366351247607
BR5,0.45,28,1,1,1,0,8.435211983870454,8.116902097686665,0.31830988618378875
BR5,0.45,29,1,1,1,0,13.369015219719211,3.0239439187460113,10.3450713009732
BR5,0.45,30,1,1,1,0,11.459155902616466,7.002817496043396,4.45633840657307
BR5,0.45,31,1,1,1,0,8.435211983870454,7.3211273822271865,1.1140846016432677
BR5,0.45,32,1,1,1,0,24.509861236151885,0.0,24.509861236151885
BR5,0.45,33,1,0,0,0,8.435211983870454,11.140846016432675,-2.7056340325622212
BR5,0.45,34,1,1,1,0,14.483099821362481,7.002817496043394,7.480282325319087
BR5,0.45,35,1,0,0,0,8.594366926962348,10.026761414789409,-1.432394487827061
BR5,0.45,36,0,0,0,20,0.0,10.98169107334078,-10.98169107334078
BR5,0.45,37,0,1,0,23,26.897185382530317,0.0,26.897185382530317
BR5,0.45,38,0,0,0,26,0.0,12.095775674984045,-12.095775674984045
BR5,0.45,39,1,1,1,0,18.143663512476074,3.501408748021698,14.642254764454377
BR5,0.45,40,1,1,1,0,14.005634992086792,5.570423008216337,8.435211983870456
BR5,0.45,41,1,1,1,0,14.005634992086792,6.6845076098596055,7.3211273822271865
BR5,0.45,42,0,1,0,27,30.398594130552016,0.0,30.398594130552016
BR5,0.45,43,0,0,0,20,0.0,10.345071300973197,-10.345071300973197
BR5,0.45,44,1,1,1,0,10.66338118715699,7.3211273822271865,3.342253804929803
BR5,0.45,45,1,1,1,0,16.392959138465223,3.6605636911135933,12.73239544735163
BR5,0.45,46,0,0,0,13,0.0,9.867606471697512,-9.867606471697512
BR5,0.45,47,1,0,0,0,7.480282325319081,10.026761414789407,-2.546479089470326
BR5,0.45,48,1,1,1,0,18.46197339865986,3.978873577297384,14.483099821362478
BR5,0.45,49,0,1,0,24,29.284509528908746,0.0,29.284509528908746
BR5,0.45,50,1,1,1,0,14.005634992086788,4.297183463481174,9.708451528605615
BR5,0.45,51,1,1,1,0,26.26056561016273,0.0,26.26056561016273
BR5,0.45,52,1,1,1,0,10.026761414789407,9.071831756238034,0.9549296585513734
