seed_idx,step,time_days,mean_diam_prox,mean_diam_dist,loss_time,stable,hierarchy_success
0,0,0.0,12.732395447351626,12.732395447351626,0,1,1
0,1,0.1388888888888889,11.936620731892152,12.095775674984045,0,1,1
0,2,0.2777777777777778,11.30000095952457,11.618310845708361,0,1,1
0,3,0.4166666666666667,10.66338118715699,11.30000095952457,0,1,1
0,4,0.5555555555555556,9.867606471697513,10.98169107334078,0,1,1
0,5,0.6944444444444445,8.91267681314614,10.50422624406509,0,1,1
0,6,0.8333333333333334,7.957747154594768,10.026761414789409,0,1,1
0,7,0.9722222222222223,7.3211273822271865,9.230986699329929,0,1,1
0,8,1.1111111111111112,6.6845076098596055,9.071831756238035,0,1,1
0,9,1.25,6.0478878374920235,8.435211983870454,0,1,1
0,10,1.388888888888889,5.252113122032547,7.957747154594768,0,1,1
0,11,1.527777777777778,4.45633840657307,8.116902097686664,0,1,1
0,12,1.6666666666666667,4.77464829275686,8.753521870054243,0,1,1
0,13,1.8055555555555556,5.729577951308231,9.230986699329929,0,1,1
0,14,1.9444444444444446,6.525352666767709,10.026761414789405,0,1,1
0,15,2.0833333333333335,7.3211273822271865,10.663381187156988,0,1,1
0,16,2.2222222222222223,7.957747154594768,11.61831084570836,0,1,1
0,17,2.361111111111111,7.957747154594768,13.369015219719207,0,1,1
0,18,2.5,8.912676813146138,14.323944878270584,0,1,1
0,19,2.638888888888889,9.390141642421828,14.960564650638167,0,1,1
0,20,2.777777777777778,10.822536130248885,14.164789935178685,0,1,1
0,21,2.9166666666666665,11.30000095952457,14.32394487827058,0,1,1
0,22,3.055555555555556,11.777465788800255,14.801409707546267,0,1,1
0,23,3.1944444444444446,11.459155902616464,15.278874536821954,0,1,1
0,24,3.3333333333333335,10.822536130248883,14.801409707546267,0,1,1
0,25,3.4722222222222228,9.549296585513721,14.164789935178685,0,1,1
0,26,3.611111111111111,8.594366926962348,13.369015219719211,0,1,1
0,27,3.75,8.912676813146138,12.254930618075942,0,1,1
0,28,3.8888888888888893,9.390141642421828,10.822536130248883,0,1,1
0,29,4.027777777777778,9.549296585513721,9.390141642421824,0,1,1
0,30,4.166666666666667,9.071831756238037,9.230986699329929,0,1,1
0,31,4.305555555555556,7.957747154594768,9.708451528605618,0,1,1
0,32,4.444444444444445,7.639437268410977,9.708451528605616,0,1,1
0,33,4.583333333333333,7.798592211502871,9.230986699329929,0,1,1
0,34,4.722222222222222,8.116902097686662,8.276057040778559,0,1,1
