alpha,seed,loss_time,first_loss_branch,stable
0.8,106328086,23,1,0
0.8,30349565,0,0,1
0.8,781447916,20,1,0
0.8,99052377,36,2,0
0.8,177077809,25,1,0
0.8,106406363,0,0,1
0.8,480404539,0,0,1
0.8,643647999,0,0,1
0.8,599121578,23,2,0
0.8,200427520,0,0,1
0.8,181009884,0,0,1
0.8,961022652,0,0,1
0.8,499770320,34,2,0
0.8,999745295,18,1,0
0.8,885063870,34,2,0
0.8,389151678,22,2,0
0.8,151079599,0,0,1
0.8,508464062,0,0,1
0.8,857592371,0,0,1
0.8,568919916,32,1,0
0.8,61136439,0,0,1
0.8,396917568,23,2,0
0.8,930989561,0,0,1
0.8,199502979,0,0,1
0.8,472190437,34,2,0
0.8,461901619,0,0,1
0.8,774414983,19,1,0
0.85,534895719,0,0,1
0.85,199900596,0,0,1
0.85,862061405,0,0,1
0.85,787846415,26,2,0
0.85,996406379,24,2,0
0.85,127521864,0,0,1
0.85,423734973,22,1,0
0.85,415968277,33,1,0
0.85,670094951,0,0,1
0.85,841095290,0,0,1
0.85,669991379,32,2,0
0.85,429389015,13,1,0
0.85,249467211,27,2,0
0.85,898717131,0,0,1
0.85,498972760,0,0,1
0.85,359525749,34,2,0
0.85,434285668,21,2,0
0.85,613608296,0,0,1
0.85,893664920,0,0,1
0.85,648061059,34,2,0
0.85,88409750,0,0,1
0.85,242285877,0,0,1
0.85,944505602,20,1,0
0.85,953477464,0,0,1
0.85,354088428,0,0,1
0.85,809827742,0,0,1
0.85,911989542,0,0,1
0.85,3344770,0,0,1
0.85,780932288,0,0,1
0.85,787716373,0,0,1
0.85,504579233,24,2,0
0.85,232968652,0,0,1
0.85,479546682,29,2,0
0.85,106328086,22,1,0
0.85,30349565,0,0,1
0.85,781447916,0,0,1
0.85,99052377,18,1,0
0.85,177077809,25,1,0
0.85,106406363,0,0,1
0.85,480404539,0,0,1
0.85,643647999,0,0,1
0.85,599121578,23,2,0
0.85,200427520,36,2,0
0.85,181009884,0,0,1
0.85,961022652,30,2,0
0.85,499770320,34,2,0
0.85,999745295,18,1,0
0.85,885063870,34,2,0
0.85,389151678,22,2,0
0.85,151079599,0,0,1
0.85,508464062,0,0,1
0.85,857592371,0,0,1
0.85,568919916,29,1,0
0.85,61136439,0,0,1
0.85,396917568,23,2,0
0.85,930989561,0,0,1
0.85,199502979,0,0,1
0.85,472190437,34,2,0
0.85,461901619,16,1,0
0.85,774414983,19,1,0
0.9,534895719,0,0,1
0.9,199900596,0,0,1
0.9,862061405,0,0,1
0.9,787846415,26,2,0
0.9,996406379,24,2,0
0.9,127521864,0,0,1
0.9,423734973,21,1,0
0.9,415968277,0,0,1
0.9,670094951,30,2,0
0.9,841095290,0,0,1
0.9,669991379,32,2,0
0.9,429389015,12,1,0
0.9,249467211,27,2,0
0.9,898717131,0,0,1
0.9,498972760,29,1,0
0.9,359525749,33,2,0
0.9,434285668,21,2,0
0.9,613608296,0,0,1
0.9,893664920,0,0,1
0.9,648061059,20,1,0
0.9,88409750,0,0,1
0.9,242285877,0,0,1
0.9,944505602,0,0,1
0.9,953477464,33,2,0
0.9,354088428,0,0,1
0.9,809827742,0,0,1
0.9,911989542,0,0,1
0.9,3344770,0,0,1
0.9,780932288,0,0,1
0.9,787716373,28,2,0
0.9,504579233,22,2,0
0.9,232968652,35,2,0
0.9,479546682,31,2,0
0.9,106328086,22,1,0
0.9,30349565,0,0,1
0.9,781447916,0,0,1
0.9,99052377,18,1,0
0.9,177077809,25,1,0
0.9,106406363,0,0,1
0.9,480404539,0,0,1
0.9,643647999,0,0,1
0.9,599121578,22,2,0
0.9,200427520,36,2,0
0.9,181009884,0,0,1
0.9,961022652,30,2,0
0.9,499770320,34,2,0
0.9,999745295,18,1,0
0.9,885063870,34,2,0
0.9,389151678,22,2,0
0.9,151079599,0,0,1
0.9,508464062,0,0,1
0.9,857592371,0,0,1
0.9,568919916,29,1,0
0.9,61136439,0,0,1
0.9,396917568,21,2,0
0.9,930989561,0,0,1
0.9,199502979,0,0,1
0.9,472190437,33,2,0
0.9,461901619,16,1,0
0.9,774414983,19,1,0
0.95,534895719,0,0,1
0.95,199900596,36,2,0
0.95,862061405,0,0,1
0.95,787846415,26,2,0
0.95,996406379,24,2,0
0.95,127521864,0,0,1
0.95,423734973,0,0,1
0.95,415968277,0,0,1
0.95,670094951,30,2,0
0.95,841095290,0,0,1
0.95,669991379,32,2,0
0.95,429389015,12,1,0
0.95,249467211,27,2,0
0.95,898717131,0,0,1
0.95,498972760,0,0,1
0.95,359525749,32,2,0
0.95,434285668,21,2,0
0.95,613608296,24,1,0
0.95,893664920,0,0,1
0.95,648061059,32,2,0
0.95,88409750,0,0,1
0.95,242285877,36,2,0
0.95,944505602,32,1,0
0.95,953477464,33,2,0
0.95,354088428,23,1,0
0.95,809827742,33,1,0
0.95,911989542,30,2,0
0.95,3344770,0,0,1
0.95,780932288,0,0,1
0.95,787716373,28,2,0
0.95,504579233,22,2,0
0.95,232968652,35,2,0
0.95,479546682,29,2,0
0.95,106328086,19,1,0
0.95,30349565,0,0,1
0.95,781447916,0,0,1
0.95,99052377,18,1,0
0.95,177077809,25,1,0
0.95,106406363,0,0,1
0.95,480404539,0,0,1
0.95,643647999,0,0,1
0.95,599121578,22,2,0
0.95,200427520,36,2,0
0.95,181009884,0,0,1
0.95,961022652,30,2,0
0.95,499770320,22,2,0
0.95,999745295,18,1,0
0.95,885063870,31,2,0
0.95,389151678,22,2,0
0.95,151079599,36,2,0
0.95,508464062,34,2,0
0.95,857592371,27,1,0
0.95,568919916,0,0,1
0.95,61136439,0,0,1
0.95,396917568,21,2,0
0.95,930989561,0,0,1
0.95,199502979,34,1,0
0.95,472190437,33,2,0
0.95,461901619,16,1,0
0.95,774414983,36,2,0
1.0,534895719,0,0,1
1.0,199900596,36,2,0
1.0,862061405,0,0,1
1.0,787846415,26,2,0
1.0,996406379,24,2,0
1.0,127521864,0,0,1
1.0,423734973,0,0,1
1.0,415968277,0,0,1
1.0,670094951,30,2,0
1.0,841095290,32,2,0
1.0,669991379,32,2,0
1.0,429389015,12,1,0
1.0,249467211,26,2,0
1.0,898717131,0,0,1
1.0,498972760,0,0,1
1.0,359525749,32,2,0
1.0,434285668,21,2,0
1.0,613608296,33,2,0
1.0,893664920,0,0,1
1.0,648061059,31,2,0
1.0,88409750,0,0,1
1.0,242285877,36,2,0
1.0,944505602,31,1,0
1.0,953477464,33,2,0
1.0,354088428,33,2,0
1.0,809827742,0,0,1
1.0,911989542,30,2,0
1.0,3344770,0,0,1
1.0,780932288,0,0,1
1.0,787716373,28,2,0
1.0,504579233,21,2,0
1.0,232968652,34,2,0
1.0,479546682,30,2,0
1.0,106328086,19,1,0
1.0,30349565,0,0,1
1.0,781447916,0,0,1
1.0,99052377,0,0,1
1.0,177077809,0,0,1
1.0,106406363,0,0,1
1.0,480404539,0,0,1
1.0,643647999,0,0,1
1.0,599121578,22,2,0
1.0,200427520,0,0,1
1.0,181009884,0,0,1
1.0,961022652,30,2,0
1.0,499770320,22,2,0
1.0,999745295,18,1,0
1.0,885063870,31,2,0
1.0,389151678,22,2,0
1.0,151079599,36,2,0
1.0,508464062,29,1,0
1.0,857592371,0,0,1
1.0,568919916,36,2,0
1.0,61136439,33,2,0
1.0,396917568,21,2,0
1.0,930989561,0,0,1
1.0,199502979,0,0,1
1.0,472190437,32,2,0
1.0,461901619,16,1,0
1.0,774414983,36,2,0
