seed_idx,step,time_days,mean_diam_prox,mean_diam_dist,loss_time,stable,hierarchy_success
2,18,2.5,11.936620731892152,11.618310845708361,0,1,0
2,19,2.638888888888889,11.93662073189215,12.732395447351628,0,1,0
2,20,2.777777777777778,12.254930618075942,13.369015219719211,0,1,0
2,21,2.9166666666666665,12.573240504259733,14.32394487827058,0,1,0
2,22,3.055555555555556,12.891550390443523,14.164789935178685,0,1,0
2,23,3.1944444444444446,12.891550390443523,13.687325105903,0,1,0
2,24,3.3333333333333335,12.891550390443523,12.73239544735163,0,1,0
2,25,3.4722222222222228,12.73239544735163,11.30000095952457,0,1,0
2,26,3.611111111111111,11.777465788800258,10.185916357881302,0,1,0
2,27,3.75,10.026761414789407,10.66338118715699,0,1,0
2,28,3.8888888888888893,8.753521870054245,10.822536130248883,0,1,0
2,29,4.027777777777778,8.276057040778557,10.66338118715699,0,1,0
2,30,4.166666666666667,8.116902097686662,10.98169107334078,0,1,0
2,31,4.305555555555556,7.957747154594766,11.140846016432674,0,1,0
2,32,4.444444444444445,7.321127382227185,10.66338118715699,0,1,0
2,33,4.583333333333333,7.639437268410977,9.390141642421826,0,1,0
2,34,4.722222222222222,7.798592211502871,9.071831756238035,0,1,0
2,35,4.861111111111112,7.957747154594766,9.071831756238037,0,1,0
2,36,5.0,7.639437268410975,9.549296585513721,0,1,0
3,0,0.0,12.732395447351626,12.732395447351626,0,1,0
3,1,0.1388888888888889,12.414085561167838,11.777465788800255,0,1,0
3,2,0.2777777777777778,11.30000095952457,11.30000095952457,0,1,0
3,3,0.4166666666666667,10.981691073340778,10.822536130248883,0,1,0
3,4,0.5555555555555556,10.3450713009732,10.185916357881302,0,1,0
3,5,0.6944444444444445,9.867606471697513,9.390141642421826,0,1,0
3,6,0.8333333333333334,9.230986699329929,8.753521870054243,0,1,0
3,7,0.9722222222222223,8.276057040778559,7.957747154594768,0,1,0
3,8,1.1111111111111112,7.3211273822271865,7.3211273822271865,0,1,0
3,9,1.25,6.8436625529515,7.002817496043396,0,1,0
3,10,1.388888888888889,6.525352666767709,6.6845076098596055,0,1,0
3,11,1.527777777777778,6.366197723675813,7.002817496043396,0,1,0
3,12,1.6666666666666667,7.002817496043396,7.3211273822271865,0,1,0
3,13,1.8055555555555556,7.639437268410978,8.116902097686664,0,1,0
3,14,1.9444444444444446,8.91267681314614,8.435211983870454,0,1,0
3,15,2.0833333333333335,9.708451528605616,9.390141642421824,0,1,0
3,16,2.2222222222222223,9.867606471697513,10.345071300973197,0,1,0
3,17,2.361111111111111,10.504226244065094,10.822536130248883,0,1,0
3,18,2.5,11.459155902616466,10.98169107334078,0,1,0
3,19,2.638888888888889,11.777465788800257,11.936620731892152,0,1,0
3,20,2.777777777777778,13.209860276627314,11.936620731892152,0,1,0
3,21,2.9166666666666665,14.005634992086792,13.050705333535419,0,1,0
3,22,3.055555555555556,14.32394487827058,13.687325105903,0,1,0
3,23,3.1944444444444446,13.687325105903,12.891550390443522,0,1,0
3,24,3.3333333333333335,12.732395447351626,11.777465788800257,0,1,0
3,25,3.4722222222222228,11.459155902616464,10.66338118715699,0,1,0
3,26,3.611111111111111,10.98169107334078,9.708451528605616,0,1,0
3,27,3.75,10.981691073340778,9.071831756238035,0,1,0
3,28,3.8888888888888893,11.140846016432675,9.390141642421828,0,1,0
3,29,4.027777777777778,10.981691073340778,10.026761414789409,0,1,0
3,30,4.166666666666667,10.504226244065094,10.026761414789407,0,1,0
3,31,4.305555555555556,9.549296585513721,9.86760647169751,0,1,0
3,32,4.444444444444445,8.276057040778557,9.867606471697512,0,1,0
3,33,4.583333333333333,7.002817496043396,10.026761414789405,0,1,0
3,34,4.722222222222222,7.3211273822271865,10.026761414789405,0,1,0
3,35,4.861111111111112,8.276057040778559,10.50422624406509,0,1,0
3,36,5.0,10.026761414789409,10.50422624406509,0,1,0
4,0,0.0,12.732395447351626,12.732395447351626,0,1,1
4,1,0.1388888888888889,12.254930618075942,12.095775674984047,0,1,1
4,2,0.2777777777777778,11.618310845708361,11.459155902616466,0,1,1
4,3,0.4166666666666667,10.822536130248883,10.345071300973197,0,1,1
4,4,0.5555555555555556,10.504226244065093,9.708451528605616,0,1,1
4,5,0.6944444444444445,10.345071300973197,9.071831756238035,0,1,1
4,6,0.8333333333333334,9.708451528605616,8.594366926962348,0,1,1
4,7,0.9722222222222223,8.594366926962348,8.116902097686664,0,1,1
4,8,1.1111111111111112,7.639437268410977,7.639437268410977,0,1,1
4,9,1.25,7.480282325319081,7.16197243913529,0,1,1
4,10,1.388888888888889,7.480282325319081,6.525352666767709,0,1,1
4,11,1.527777777777778,6.684507609859604,6.684507609859604,0,1,1
4,12,1.6666666666666667,6.8436625529515,7.002817496043396,0,1,1
4,13,1.8055555555555556,7.002817496043396,8.116902097686662,0,1,1
4,14,1.9444444444444446,8.116902097686665,8.753521870054243,0,1,1
4,15,2.0833333333333335,8.91267681314614,9.86760647169751,0,1,1
4,16,2.2222222222222223,9.708451528605616,10.822536130248883,0,1,1
4,17,2.361111111111111,10.663381187156988,11.30000095952457,0,1,1
4,18,2.5,10.98169107334078,12.414085561167838,0,1,1
4,19,2.638888888888889,11.777465788800255,12.891550390443523,0,1,1
4,20,2.777777777777778,13.050705333535419,12.573240504259733,0,1,1
4,21,2.9166666666666665,12.414085561167838,13.209860276627316,0,1,1
4,22,3.055555555555556,12.573240504259733,13.209860276627314,0,1,1
4,23,3.1944444444444446,12.732395447351628,12.732395447351626,0,1,1
4,24,3.3333333333333335,13.050705333535419,12.095775674984047,0,1,1
4,25,3.4722222222222228,12.891550390443523,11.459155902616466,0,1,1
4,26,3.611111111111111,12.732395447351628,10.026761414789409,0,1,1
4,27,3.75,11.618310845708361,9.86760647169751,0,1,1
4,28,3.8888888888888893,10.98169107334078,9.867606471697512,0,1,1
4,29,4.027777777777778,11.300000959524569,9.390141642421826,0,1,1
4,30,4.166666666666667,11.140846016432672,8.59436692696235,0,1,1
4,31,4.305555555555556,10.663381187156988,7.798592211502873,0,1,1
4,32,4.444444444444445,10.663381187156988,7.002817496043396,0,1,1
4,33,4.583333333333333,10.981691073340778,7.798592211502873,0,1,1
4,34,4.722222222222222,11.140846016432675,8.116902097686662,0,1,1
4,35,4.861111111111112,10.504226244065094,8.276057040778557,0,1,1
4,36,5.0,10.185916357881302,8.116902097686664,0,1,1
5,0,0.0,12.732395447351626,12.732395447351626,0,1,1
5,1,0.1388888888888889,12.573240504259733,11.936620731892152,0,1,1
5,2,0.2777777777777778,11.140846016432672,11.777465788800253,0,1,1
5,3,0.4166666666666667,10.345071300973197,11.459155902616466,0,1,1
5,4,0.5555555555555556,9.549296585513721,10.822536130248883,0,1,1
5,5,0.6944444444444445,9.23098669932993,10.185916357881302,0,1,1
5,6,0.8333333333333334,8.594366926962348,10.026761414789409,0,1,1
5,7,0.9722222222222223,7.480282325319081,9.86760647169751,0,1,1
5,8,1.1111111111111112,6.366197723675814,9.549296585513721,0,1,1
5,9,1.25,5.729577951308232,8.91267681314614,0,1,1
5,10,1.388888888888889,5.252113122032545,8.276057040778559,0,1,1
5,11,1.527777777777778,5.729577951308232,7.161972439135292,0,1,1
5,12,1.6666666666666667,6.8436625529515,7.639437268410977,0,1,1
5,13,1.8055555555555556,8.116902097686664,8.753521870054243,0,1,1
5,14,1.9444444444444446,9.071831756238034,9.708451528605616,0,1,1
5,15,2.0833333333333335,10.026761414789409,9.230986699329929,0,1,1
5,16,2.2222222222222223,10.822536130248883,8.912676813146138,0,1,1
5,17,2.361111111111111,11.459155902616466,9.230986699329929,0,1,1
5,18,2.5,13.050705333535419,9.54929658551372,0,1,1
5,19,2.638888888888889,14.32394487827058,10.504226244065093,0,1,1
5,20,2.777777777777778,15.915494309189535,10.66338118715699,0,1,1
5,21,2.9166666666666665,15.438029479913848,11.30000095952457,0,1,1
5,22,3.055555555555556,15.438029479913851,11.459155902616464,0,1,1
5,23,3.1944444444444446,15.278874536821954,10.98169107334078,0,1,1
5,24,3.3333333333333335,14.483099821362478,9.708451528605616,0,1,1
5,25,3.4722222222222228,13.050705333535419,8.753521870054243,0,1,1
5,26,3.611111111111111,12.095775674984045,9.071831756238035,0,1,1
5,27,3.75,11.459155902616464,9.549296585513721,0,1,1
5,28,3.8888888888888893,11.777465788800257,9.071831756238035,0,1,1
5,29,4.027777777777778,11.459155902616468,8.594366926962348,0,1,1
5,30,4.166666666666667,10.185916357881302,7.639437268410977,0,1,1
5,31,4.305555555555556,8.912676813146138,6.525352666767709,0,1,1
5,32,4.444444444444445,9.230986699329929,6.6845076098596055,0,1,1
5,33,4.583333333333333,9.708451528605616,7.639437268410977,0,1,1
5,34,4.722222222222222,10.026761414789409,8.753521870054245,0,1,1
5,35,4.861111111111112,10.185916357881304,9.54929658551372,0,1,1
5,36,5.0,11.140846016432674,9.867606471697512,0,1,1
6,0,0.0,12.732395447351626,12.732395447351626,0,1,0
6,1,0.1388888888888889,12.254930618075942,12.095775674984045,0,1,0
6,2,0.2777777777777778,11.61831084570836,11.300000959524569,0,1,0
6,3,0.4166666666666667,11.140846016432672,10.50422624406509,0,1,0
6,4,0.5555555555555556,10.663381187156986,9.867606471697512,0,1,0
6,5,0.6944444444444445,9.86760647169751,9.708451528605616,0,1,0
6,6,0.8333333333333334,9.230986699329929,9.230986699329929,0,1,0
6,7,0.9722222222222223,8.435211983870454,8.116902097686664,0,1,0
6,8,1.1111111111111112,7.798592211502871,6.8436625529515,0,1,0
6,9,1.25,7.3211273822271865,5.888732894400128,0,1,0
6,10,1.388888888888889,7.002817496043396,5.252113122032547,0,1,0
6,11,1.527777777777778,7.639437268410977,5.411268065124442,0,1,0
6,12,1.6666666666666667,8.594366926962348,5.888732894400128,0,1,0
6,13,1.8055555555555556,9.071831756238035,7.002817496043396,0,1,0
6,14,1.9444444444444446,10.185916357881302,7.798592211502873,0,1,0
6,15,2.0833333333333335,9.86760647169751,9.071831756238037,0,1,0
6,16,2.2222222222222223,10.504226244065094,9.390141642421828,0,1,0
6,17,2.361111111111111,10.98169107334078,9.867606471697513,0,1,0
6,18,2.5,11.777465788800258,10.185916357881302,0,1,0
6,19,2.638888888888889,12.573240504259733,11.140846016432674,0,1,0
6,20,2.777777777777778,13.209860276627314,12.414085561167838,0,1,0
6,21,2.9166666666666665,13.846480048994897,13.369015219719211,0,1,0
6,22,3.055555555555556,13.369015219719211,13.846480048994895,0,1,0
6,23,3.1944444444444446,12.573240504259733,13.209860276627314,0,1,0
6,24,3.3333333333333335,10.822536130248885,12.73239544735163,0,1,0
6,25,3.4722222222222228,11.140846016432674,11.61831084570836,0,1,0
6,26,3.611111111111111,11.618310845708361,10.822536130248883,0,1,0
6,27,3.75,11.936620731892152,10.66338118715699,0,1,0
6,28,3.8888888888888893,11.618310845708361,10.66338118715699,0,1,0
6,29,4.027777777777778,10.822536130248883,10.98169107334078,0,1,0
6,30,4.166666666666667,9.86760647169751,11.30000095952457,0,1,0
6,31,4.305555555555556,9.230986699329929,10.185916357881302,0,1,0
6,32,4.444444444444445,9.071831756238035,9.230986699329929,0,1,0
6,33,4.583333333333333,9.549296585513721,9.071831756238035,0,1,0
6,34,4.722222222222222,9.390141642421828,10.185916357881302,0,1,0
6,35,4.861111111111112,10.026761414789409,10.504226244065094,0,1,0
6,36,5.0,9.230986699329929,10.504226244065093,0,1,0
7,0,0.0,12.732395447351626,12.732395447351626,0,1,0
7,1,0.1388888888888889,12.095775674984047,11.93662073189215,0,1,0
7,2,0.2777777777777778,11.618310845708361,11.777465788800257,0,1,0
7,3,0.4166666666666667,10.981691073340778,10.98169107334078,0,1,0
7,4,0.5555555555555556,10.50422624406509,10.66338118715699,0,1,0
7,5,0.6944444444444445,9.54929658551372,10.345071300973197,0,1,0
7,6,0.8333333333333334,8.594366926962348,9.54929658551372,0,1,0
7,7,0.9722222222222223,7.798592211502873,8.594366926962348,0,1,0
7,8,1.1111111111111112,7.3211273822271865,7.957747154594768,0,1,0
7,9,1.25,7.3211273822271865,7.3211273822271865,0,1,0
7,10,1.388888888888889,7.639437268410977,6.8436625529515,0,1,0
7,11,1.527777777777778,7.3211273822271865,7.002817496043396,0,1,0
7,12,1.6666666666666667,7.639437268410977,6.525352666767709,0,1,0
7,13,1.8055555555555556,7.957747154594768,7.002817496043396,0,1,0
7,14,1.9444444444444446,8.59436692696235,7.798592211502873,0,1,0
7,15,2.0833333333333335,9.708451528605616,8.59436692696235,0,1,0
7,16,2.2222222222222223,10.66338118715699,9.708451528605616,0,1,0
7,17,2.361111111111111,10.98169107334078,10.98169107334078,0,1,0
7,18,2.5,12.095775674984047,11.459155902616466,0,1,0
7,19,2.638888888888889,13.050705333535419,12.095775674984047,0,1,0
7,20,2.777777777777778,13.528170162811104,12.095775674984047,0,1,0
7,21,2.9166666666666665,13.369015219719211,12.414085561167836,0,1,0
7,22,3.055555555555556,13.528170162811104,12.573240504259733,0,1,0
7,23,3.1944444444444446,14.005634992086792,12.414085561167838,0,1,0
7,24,3.3333333333333335,13.687325105903,12.254930618075942,0,1,0
7,25,3.4722222222222228,12.732395447351626,11.777465788800257,0,1,0
7,26,3.611111111111111,11.618310845708361,10.822536130248885,0,1,0
7,27,3.75,10.822536130248885,10.345071300973197,0,1,0
7,28,3.8888888888888893,10.66338118715699,9.390141642421824,0,1,0
7,29,4.027777777777778,10.504226244065093,8.594366926962348,0,1,0
7,30,4.166666666666667,10.504226244065094,8.276057040778557,0,1,0
7,31,4.305555555555556,9.54929658551372,9.390141642421826,0,1,0
7,32,4.444444444444445,8.912676813146138,10.345071300973197,0,1,0
7,33,4.583333333333333,9.071831756238035,10.185916357881302,0,1,0
7,34,4.722222222222222,8.753521870054247,10.50422624406509,0,1,0
7,35,4.861111111111112,8.91267681314614,10.504226244065093,0,1,0
7,36,5.0,8.912676813146138,10.822536130248881,0,1,0
8,0,0.0,12.732395447351626,12.732395447351626,0,1,1
8,1,0.1388888888888889,12.254930618075942,12.254930618075942,0,1,1
8,2,0.2777777777777778,11.459155902616466,12.095775674984047,0,1,1
8,3,0.4166666666666667,11.140846016432675,11.459155902616464,0,1,1
8,4,0.5555555555555556,10.504226244065093,11.140846016432675,0,1,1
8,5,0.6944444444444445,9.549296585513721,9.867606471697513,0,1,1
8,6,0.8333333333333334,8.594366926962348,8.594366926962348,0,1,1
8,7,0.9722222222222223,7.639437268410977,8.116902097686664,0,1,1
8,8,1.1111111111111112,7.161972439135292,7.639437268410977,0,1,1
8,9,1.25,6.20704278058392,7.480282325319083,0,1,1
8,10,1.388888888888889,5.570423008216337,7.002817496043396,0,1,1
8,11,1.527777777777778,5.252113122032545,6.6845076098596055,0,1,1
8,12,1.6666666666666667,6.207042780583918,6.525352666767709,0,1,1
8,13,1.8055555555555556,7.639437268410977,7.480282325319083,0,1,1
8,14,1.9444444444444446,8.59436692696235,9.071831756238037,0,1,1
8,15,2.0833333333333335,8.912676813146138,10.822536130248885,0,1,1
8,16,2.2222222222222223,10.185916357881304,11.777465788800257,0,1,1
8,17,2.361111111111111,11.140846016432674,12.25493061807594,0,1,1
8,18,2.5,11.459155902616464,12.891550390443523,0,1,1
8,19,2.638888888888889,12.414085561167838,12.732395447351628,0,1,1
8,20,2.777777777777778,13.687325105903003,12.095775674984047,0,1,1
8,21,2.9166666666666665,14.164789935178685,12.414085561167838,0,1,1
8,22,3.055555555555556,14.32394487827058,13.050705333535419,0,1,1
8,23,3.1944444444444446,13.369015219719211,13.050705333535419,0,1,1
8,24,3.3333333333333335,11.936620731892152,12.73239544735163,0,1,1
8,25,3.4722222222222228,10.504226244065094,11.140846016432675,0,1,1
8,26,3.611111111111111,10.026761414789409,9.708451528605616,0,1,1
8,27,3.75,9.23098669932993,9.86760647169751,0,1,1
8,28,3.8888888888888893,9.390141642421824,10.345071300973196,0,1,1
8,29,4.027777777777778,9.86760647169751,10.185916357881302,0,1,1
8,30,4.166666666666667,9.867606471697512,9.708451528605615,0,1,1
8,31,4.305555555555556,9.708451528605616,9.390141642421824,0,1,1
8,32,4.444444444444445,9.230986699329929,9.390141642421828,0,1,1
8,33,4.583333333333333,8.753521870054243,9.230986699329932,0,1,1
8,34,4.722222222222222,8.91267681314614,8.753521870054245,0,1,1
8,35,4.861111111111112,9.23098669932993,9.549296585513721,0,1,1
8,36,5.0,10.3450713009732,10.185916357881304,0,1,1
9,0,0.0,12.732395447351626,12.732395447351626,0,1,0
9,1,0.1388888888888889,12.095775674984047,12.254930618075942,0,1,0
9,2,0.2777777777777778,11.777465788800253,11.30000095952457,0,1,0
9,3,0.4166666666666667,11.140846016432672,10.50422624406509,0,1,0
9,4,0.5555555555555556,10.504226244065093,9.708451528605616,0,1,0
9,5,0.6944444444444445,9.708451528605616,9.390141642421826,0,1,0
9,6,0.8333333333333334,9.071831756238035,8.753521870054245,0,1,0
9,7,0.9722222222222223,8.276057040778559,8.912676813146138,0,1,0
9,8,1.1111111111111112,7.639437268410977,9.071831756238035,0,1,0
9,9,1.25,6.8436625529515,8.753521870054243,0,1,0
9,10,1.388888888888889,5.729577951308232,8.276057040778557,0,1,0
9,11,1.527777777777778,5.252113122032547,7.798592211502871,0,1,0
9,12,1.6666666666666667,5.092958178940651,8.435211983870454,0,1,0
9,13,1.8055555555555556,5.729577951308232,9.230986699329929,0,1,0
9,14,1.9444444444444446,6.366197723675813,10.345071300973197,0,1,0
9,15,2.0833333333333335,7.480282325319081,11.459155902616464,0,1,0
9,16,2.2222222222222223,8.276057040778557,13.050705333535415,0,1,0
9,17,2.361111111111111,8.91267681314614,13.687325105903,0,1,0
9,18,2.5,9.708451528605616,13.687325105903,0,1,0
9,19,2.638888888888889,10.504226244065094,13.528170162811104,0,1,0
9,20,2.777777777777778,11.459155902616466,13.050705333535422,0,1,0
9,21,2.9166666666666665,12.414085561167838,12.891550390443523,0,1,0
9,22,3.055555555555556,13.050705333535422,13.050705333535419,0,1,0
9,23,3.1944444444444446,12.891550390443523,13.687325105903,0,1,0
9,24,3.3333333333333335,13.050705333535419,13.209860276627314,0,1,0
9,25,3.4722222222222228,12.573240504259733,12.095775674984047,0,1,0
9,26,3.611111111111111,11.459155902616464,11.140846016432675,0,1,0
9,27,3.75,10.50422624406509,10.185916357881304,0,1,0
9,28,3.8888888888888893,10.026761414789407,9.23098669932993,0,1,0
9,29,4.027777777777778,9.54929658551372,8.912676813146138,0,1,0
9,30,4.166666666666667,9.23098669932993,8.435211983870452,0,1,0
9,31,4.305555555555556,8.753521870054245,8.116902097686662,0,1,0
9,32,4.444444444444445,8.59436692696235,7.480282325319081,0,1,0
9,33,4.583333333333333,8.116902097686664,7.798592211502871,0,1,0
9,34,4.722222222222222,7.798592211502873,8.116902097686664,0,1,0
9,35,4.861111111111112,8.116902097686664,8.116902097686662,0,1,0
9,36,5.0,7.639437268410978,8.912676813146138,0,1,0
10,0,0.0,12.732395447351626,12.732395447351626,0,1,1
10,1,0.1388888888888889,12.414085561167836,12.414085561167838,0,1,1
10,2,0.2777777777777778,11.459155902616464,11.936620731892152,0,1,1
10,3,0.4166666666666667,10.822536130248883,11.459155902616466,0,1,1
10,4,0.5555555555555556,10.185916357881302,10.66338118715699,0,1,1
10,5,0.6944444444444445,9.390141642421824,10.026761414789407,0,1,1
10,6,0.8333333333333334,9.071831756238035,8.91267681314614,0,1,1
10,7,0.9722222222222223,8.116902097686664,8.276057040778557,0,1,1
10,8,1.1111111111111112,7.002817496043396,7.957747154594768,0,1,1
10,9,1.25,6.525352666767709,7.639437268410978,0,1,1
10,10,1.388888888888889,6.207042780583919,7.002817496043397,0,1,1
10,11,1.527777777777778,6.207042780583918,6.366197723675814,0,1,1
10,12,1.6666666666666667,7.002817496043396,6.525352666767709,0,1,1
10,13,1.8055555555555556,8.116902097686664,7.3211273822271865,0,1,1
10,14,1.9444444444444446,10.185916357881304,7.480282325319083,0,1,1
10,15,2.0833333333333335,10.822536130248883,8.435211983870454,0,1,1
10,16,2.2222222222222223,11.459155902616466,9.549296585513723,0,1,1
10,17,2.361111111111111,12.414085561167838,10.345071300973197,0,1,1
10,18,2.5,13.050705333535419,11.459155902616464,0,1,1
10,19,2.638888888888889,13.209860276627314,11.618310845708361,0,1,1
10,20,2.777777777777778,14.005634992086792,11.140846016432675,0,1,1
10,21,2.9166666666666665,14.801409707546267,11.30000095952457,0,1,1
10,22,3.055555555555556,15.119719593730059,10.98169107334078,0,1,1
10,23,3.1944444444444446,14.323944878270584,10.822536130248885,0,1,1
10,24,3.3333333333333335,12.73239544735163,10.026761414789409,0,1,1
10,25,3.4722222222222228,11.30000095952457,9.549296585513721,0,1,1
10,26,3.611111111111111,11.777465788800257,8.753521870054247,0,1,1
10,27,3.75,11.936620731892152,8.435211983870454,0,1,1
10,28,3.8888888888888893,11.936620731892152,7.798592211502873,0,1,1
10,29,4.027777777777778,11.618310845708361,7.480282325319081,0,1,1
10,30,4.166666666666667,11.618310845708361,6.8436625529515,0,1,1
10,31,4.305555555555556,10.822536130248883,7.002817496043396,0,1,1
10,32,4.444444444444445,10.66338118715699,7.639437268410978,0,1,1
10,33,4.583333333333333,10.98169107334078,8.435211983870456,0,1,1
10,34,4.722222222222222,11.140846016432675,9.549296585513723,0,1,1
10,35,4.861111111111112,11.93662073189215,10.822536130248883,0,1,1
10,36,5.0,12.254930618075942,11.618310845708361,0,1,1
11,0,0.0,12.732395447351626,12.732395447351626,0,1,0
